Frame_ID,Keypoint_Index,Keypoint_Name,GT_X,GT_Y,GT_Visibility,Pred_X,Pred_Y,Error_Distance,PCK_Threshold,Is_Correct_PCK,Frame_PCK_Score,Frame_OKS_Score
4,0,R_Shoulder,747.86,531.83,2,812.37,443.11,109.7,90.16,0,0,0.7246
4,1,L_Shoulder,717.51,631.31,2,806.84,443.11,208.32,90.16,0,0,0.7246
4,2,R_Elbow,804.71,672.86,2,835.01,454.64,220.32,90.16,0,0,0.7246
4,3,L_Elbow,863.53,546.86,2,793.06,450.15,119.66,90.16,0,0,0.7246
4,4,R_Wrist,901.17,628.01,2,831.94,470.84,171.75,90.16,0,0,0.7246
4,5,L_Wrist,922.47,674.65,2,816.53,469.76,230.66,90.16,0,0,0.7246
4,6,R_Hip,841.13,710.93,2,860.95,542.08,170.01,90.16,0,0,0.7246
4,7,L_Hip,945.57,715.34,2,743.37,534.08,271.55,90.16,0,0,0.7246
4,8,R_Knee,936.48,908.56,2,897.7,621.78,289.39,90.16,0,0,0.7246
4,9,L_Knee,742.12,724.66,2,719.61,624.07,103.07,90.16,0,0,0.7246
4,10,R_Ankle,831.83,721.99,2,925.48,666.65,108.78,90.16,0,0,0.7246
4,11,L_Ankle,849.04,920.69,2,802.29,669.24,255.76,90.16,0,0,0.7246
5,0,R_Shoulder,748.25,531.95,2,811.18,442.95,109,90.06,0,0,0.7241
5,1,L_Shoulder,718.01,630.81,2,805.21,442.91,207.15,90.06,0,0,0.7241
5,2,R_Elbow,804.66,672.5,2,834.98,454.52,220.08,90.06,0,0,0.7241
5,3,L_Elbow,863.5,546.78,2,791.74,449.88,120.58,90.06,0,0,0.7241
5,4,R_Wrist,900.66,628.01,2,831.45,470.85,171.73,90.06,0,0,0.7241
5,5,L_Wrist,922.8,674.94,2,815.96,469.8,231.29,90.06,0,0,0.7241
5,6,R_Hip,841.23,710.76,2,860.98,541.57,170.34,90.06,0,0,0.7241
5,7,L_Hip,945.78,715.61,2,743.37,533.7,272.14,90.06,0,0,0.7241
5,8,R_Knee,936.28,908.56,2,897.65,621.78,289.37,90.06,0,0,0.7241
5,9,L_Knee,742.24,724.39,2,719.81,624.04,102.83,90.06,0,0,0.7241
5,10,R_Ankle,831.98,722.18,2,925.58,666.79,108.76,90.06,0,0,0.7241
5,11,L_Ankle,849.13,920.37,2,802.16,669.38,255.34,90.06,0,0,0.7241
6,0,R_Shoulder,748.64,532.07,2,810.18,442.3,108.84,89.95,0,0,0.7234
6,1,L_Shoulder,718.5,630.32,2,803.99,442.25,206.59,89.95,0,0,0.7234
6,2,R_Elbow,804.61,672.13,2,834.97,454.19,220.04,89.95,0,0,0.7234
6,3,L_Elbow,863.48,546.71,2,790.58,449.17,121.77,89.95,0,0,0.7234
6,4,R_Wrist,900.15,628.01,2,830.96,470.8,171.76,89.95,0,0,0.7234
6,5,L_Wrist,923.13,675.24,2,815.29,469.75,232.07,89.95,0,0,0.7234
6,6,R_Hip,841.32,710.6,2,860.94,541.28,170.45,89.95,0,0,0.7234
6,7,L_Hip,946,715.88,2,743.37,533.29,272.75,89.95,0,0,0.7234
6,8,R_Knee,936.07,908.56,2,897.59,621.7,289.43,89.95,0,0,0.7234
6,9,L_Knee,742.37,724.11,2,720.23,624.03,102.49,89.95,0,0,0.7234
6,10,R_Ankle,832.13,722.38,2,925.71,666.98,108.75,89.95,0,0,0.7234
6,11,L_Ankle,849.22,920.05,2,802.09,669.71,254.74,89.95,0,0,0.7234
7,0,R_Shoulder,749.03,532.19,2,809.38,441.63,108.83,89.85,0,0,0.7225
7,1,L_Shoulder,718.99,629.82,2,803.09,441.64,206.12,89.85,0,0,0.7225
7,2,R_Elbow,804.56,671.76,2,834.82,453.72,220.13,89.85,0,0,0.7225
7,3,L_Elbow,863.45,546.64,2,789.61,448.6,122.74,89.85,0,0,0.7225
7,4,R_Wrist,899.64,628.01,2,830.21,470.6,172.04,89.85,0,0,0.7225
7,5,L_Wrist,923.46,675.53,2,814.61,469.54,232.98,89.85,0,0,0.7225
7,6,R_Hip,841.41,710.43,2,860.89,541.23,170.32,89.85,0,0,0.7225
7,7,L_Hip,946.21,716.15,2,743.37,533.01,273.29,89.85,0,0,0.7225
7,8,R_Knee,935.87,908.56,2,897.59,621.7,289.4,89.85,0,0,0.7225
7,9,L_Knee,742.5,723.84,2,720.55,624.07,102.15,89.85,0,0,0.7225
7,10,R_Ankle,832.28,722.57,2,925.9,667.15,108.79,89.85,0,0,0.7225
7,11,L_Ankle,849.31,919.73,2,801.99,669.85,254.32,89.85,0,0,0.7225
8,0,R_Shoulder,749.43,532.32,2,808.71,441.38,108.55,89.74,0,0,0.722
8,1,L_Shoulder,719.49,629.33,2,802.3,441.42,205.35,89.74,0,0,0.722
8,2,R_Elbow,804.52,671.4,2,834.14,453.58,219.83,89.74,0,0,0.722
8,3,L_Elbow,863.43,546.56,2,788.66,448.51,123.3,89.74,0,0,0.722
8,4,R_Wrist,899.12,628.01,2,829.44,470.54,172.2,89.74,0,0,0.722
8,5,L_Wrist,923.79,675.82,2,814.03,469.49,233.71,89.74,0,0,0.722
8,6,R_Hip,841.5,710.27,2,860.8,541.29,170.08,89.74,0,0,0.722
8,7,L_Hip,946.43,716.42,2,743.36,532.93,273.69,89.74,0,0,0.722
8,8,R_Knee,935.66,908.56,2,897.59,621.79,289.29,89.74,0,0,0.722
8,9,L_Knee,742.63,723.56,2,720.84,624.12,101.8,89.74,0,0,0.722
8,10,R_Ankle,832.43,722.76,2,926.1,667.29,108.87,89.74,0,0,0.722
8,11,L_Ankle,849.41,919.41,2,802.01,670.11,253.77,89.74,0,0,0.722
9,0,R_Shoulder,749.82,532.44,2,808.03,441.12,108.3,89.64,0,0,0.7215
9,1,L_Shoulder,719.98,628.84,2,801.58,441.25,204.57,89.64,0,0,0.7215
9,2,R_Elbow,804.47,671.03,2,833.65,453.29,219.69,89.64,0,0,0.7215
9,3,L_Elbow,863.4,546.49,2,787.9,448.51,123.7,89.64,0,0,0.7215
9,4,R_Wrist,898.61,628.01,2,828.75,470.32,172.48,89.64,0,0,0.7215
9,5,L_Wrist,924.12,676.11,2,813.52,469.31,234.52,89.64,0,0,0.7215
9,6,R_Hip,841.59,710.1,2,860.66,541.38,169.8,89.64,0,0,0.7215
9,7,L_Hip,946.64,716.7,2,743.35,532.84,274.1,89.64,0,0,0.7215
9,8,R_Knee,935.46,908.56,2,897.55,621.88,289.18,89.64,0,0,0.7215
9,9,L_Knee,742.76,723.29,2,721.05,624.12,101.52,89.64,0,0,0.7215
9,10,R_Ankle,832.58,722.95,2,926.38,667.31,109.06,89.64,0,0,0.7215
9,11,L_Ankle,849.5,919.09,2,801.99,670.27,253.31,89.64,0,0,0.7215
10,0,R_Shoulder,750.21,532.56,2,807.12,440.9,107.89,89.53,0,0,0.721
10,1,L_Shoulder,720.48,628.34,2,800.69,441.14,203.66,89.53,0,0,0.721
10,2,R_Elbow,804.42,670.67,2,833.18,452.98,219.58,89.53,0,0,0.721
10,3,L_Elbow,863.38,546.42,2,787.04,448.52,124.15,89.53,0,0,0.721
10,4,R_Wrist,898.1,628.01,2,828.05,470.09,172.76,89.53,0,0,0.721
10,5,L_Wrist,924.44,676.41,2,812.93,469.14,235.36,89.53,0,0,0.721
10,6,R_Hip,841.68,709.94,2,860.45,541.54,169.45,89.53,0,0,0.721
10,7,L_Hip,946.85,716.97,2,743.35,532.82,274.45,89.53,0,0,0.721
10,8,R_Knee,935.25,908.56,2,897.53,621.89,289.14,89.53,0,0,0.721
10,9,L_Knee,742.89,723.01,2,721.16,624.13,101.23,89.53,0,0,0.721
10,10,R_Ankle,832.73,723.15,2,926.64,667.32,109.26,89.53,0,0,0.721
10,11,L_Ankle,849.59,918.77,2,801.99,670.47,252.82,89.53,0,0,0.721
11,0,R_Shoulder,750.6,532.68,2,805.84,440.57,107.41,89.43,0,0,0.7202
11,1,L_Shoulder,720.97,627.85,2,799.53,440.94,202.75,89.43,0,0,0.7202
11,2,R_Elbow,804.37,670.3,2,833.01,452.51,219.66,89.43,0,0,0.7202
11,3,L_Elbow,863.36,546.34,2,786.07,448.5,124.68,89.43,0,0,0.7202
11,4,R_Wrist,897.59,628.01,2,827.16,469.75,173.23,89.43,0,0,0.7202
11,5,L_Wrist,924.77,676.7,2,811.76,468.77,236.66,89.43,0,0,0.7202
11,6,R_Hip,841.78,709.77,2,860.14,541.65,169.12,89.43,0,0,0.7202
11,7,L_Hip,947.07,717.24,2,743.31,532.8,274.84,89.43,0,0,0.7202
11,8,R_Knee,935.05,908.56,2,897.48,622.04,288.98,89.43,0,0,0.7202
11,9,L_Knee,743.01,722.74,2,721.19,624.13,100.99,89.43,0,0,0.7202
11,10,R_Ankle,832.88,723.34,2,926.93,667.31,109.48,89.43,0,0,0.7202
11,11,L_Ankle,849.68,918.45,2,802,670.69,252.31,89.43,0,0,0.7202
12,0,R_Shoulder,750.99,532.8,2,804.86,440.37,106.98,89.32,0,0,0.7199
12,1,L_Shoulder,721.47,627.35,2,798.63,440.83,201.85,89.32,0,0,0.7199
12,2,R_Elbow,804.32,669.93,2,832.85,452.2,219.59,89.32,0,0,0.7199
12,3,L_Elbow,863.33,546.27,2,785.35,448.5,125.06,89.32,0,0,0.7199
12,4,R_Wrist,897.22,627.42,2,826.47,469.49,173.06,89.32,0,0,0.7199
12,5,L_Wrist,925.1,676.99,2,810.78,468.51,237.76,89.32,0,0,0.7199
12,6,R_Hip,841.87,709.61,2,859.93,541.82,168.76,89.32,0,0,0.7199
12,7,L_Hip,947.28,717.51,2,743.23,532.8,275.23,89.32,0,0,0.7199
12,8,R_Knee,934.84,908.56,2,897.43,622.65,288.35,89.32,0,0,0.7199
12,9,L_Knee,743.14,722.46,2,721.19,624.13,100.75,89.32,0,0,0.7199
12,10,R_Ankle,833.03,723.53,2,927.31,667.29,109.78,89.32,0,0,0.7199
12,11,L_Ankle,849.78,918.13,2,802,670.83,251.87,89.32,0,0,0.7199
13,0,R_Shoulder,751.38,532.93,2,804.33,440.3,106.69,89.22,0,0,0.7197
13,1,L_Shoulder,721.96,626.86,2,798.13,440.8,201.05,89.22,0,0,0.7197
13,2,R_Elbow,804.27,669.57,2,832.67,452.04,219.38,89.22,0,0,0.7197
13,3,L_Elbow,863.31,546.2,2,784.98,448.53,125.2,89.22,0,0,0.7197
13,4,R_Wrist,896.85,626.83,2,826.18,469.35,172.61,89.22,0,0,0.7197
13,5,L_Wrist,925.43,677.29,2,810.39,468.43,238.45,89.22,0,0,0.7197
13,6,R_Hip,841.96,709.44,2,859.75,541.9,168.48,89.22,0,0,0.7197
13,7,L_Hip,947.5,717.78,2,743.23,532.69,275.65,89.22,0,0,0.7197
13,8,R_Knee,934.64,908.56,2,897.38,623.02,287.96,89.22,0,0,0.7197
13,9,L_Knee,743.27,722.19,2,721.34,624.15,100.47,89.22,0,0,0.7197
13,10,R_Ankle,833.18,723.73,2,927.6,667.17,110.07,89.22,0,0,0.7197
13,11,L_Ankle,849.87,917.81,2,802.05,671.1,251.3,89.22,0,0,0.7197
14,0,R_Shoulder,751.77,533.05,2,803.79,440.3,106.34,89.11,0,0,0.7196
14,1,L_Shoulder,722.45,626.36,2,797.66,440.8,200.22,89.11,0,0,0.7196
14,2,R_Elbow,804.22,669.2,2,832.43,452.03,219,89.11,0,0,0.7196
14,3,L_Elbow,863.28,546.12,2,784.61,448.58,125.31,89.11,0,0,0.7196
14,4,R_Wrist,896.49,626.25,2,825.9,469.35,172.05,89.11,0,0,0.7196
14,5,L_Wrist,925.76,677.58,2,809.94,468.42,239.08,89.11,0,0,0.7196
14,6,R_Hip,842.05,709.28,2,859.64,541.93,168.27,89.11,0,0,0.7196
14,7,L_Hip,947.71,718.05,2,743.22,532.66,276.02,89.11,0,0,0.7196
14,8,R_Knee,934.43,908.56,2,897.38,623.22,287.74,89.11,0,0,0.7196
14,9,L_Knee,743.4,721.92,2,721.45,624.27,100.09,89.11,0,0,0.7196
14,10,R_Ankle,833.33,723.92,2,927.91,667.07,110.35,89.11,0,0,0.7196
14,11,L_Ankle,849.96,917.49,2,802.07,671.26,250.84,89.11,0,0,0.7196
15,0,R_Shoulder,752.16,533.17,2,803.54,440.3,106.13,89.01,0,0,0.7194
15,1,L_Shoulder,722.95,625.87,2,797.44,440.81,199.49,89.01,0,0,0.7194
15,2,R_Elbow,804.17,668.84,2,832.05,452.03,218.59,89.01,0,0,0.7194
15,3,L_Elbow,863.26,546.05,2,784.42,448.62,125.33,89.01,0,0,0.7194
15,4,R_Wrist,896.12,625.66,2,825.69,469.35,171.44,89.01,0,0,0.7194
15,5,L_Wrist,926.09,677.87,2,809.66,468.42,239.63,89.01,0,0,0.7194
15,6,R_Hip,842.14,709.11,2,859.51,541.95,168.06,89.01,0,0,0.7194
15,7,L_Hip,947.92,718.32,2,743.19,532.65,276.38,89.01,0,0,0.7194
15,8,R_Knee,934.23,908.56,2,897.36,623.36,287.58,89.01,0,0,0.7194
15,9,L_Knee,743.53,721.64,2,721.48,624.34,99.77,89.01,0,0,0.7194
15,10,R_Ankle,833.48,724.11,2,928.06,667.02,110.47,89.01,0,0,0.7194
15,11,L_Ankle,850.05,917.17,2,802.07,671.33,250.48,89.01,0,0,0.7194
16,0,R_Shoulder,752.55,533.29,2,803.35,440.33,105.93,88.91,0,0,0.7193
16,1,L_Shoulder,723.44,625.38,2,797.25,440.84,198.75,88.91,0,0,0.7193
16,2,R_Elbow,804.13,668.47,2,831.67,452.08,218.13,88.91,0,0,0.7193
16,3,L_Elbow,863.23,545.98,2,784.25,448.69,125.31,88.91,0,0,0.7193
16,4,R_Wrist,895.76,625.08,2,825.5,469.39,170.81,88.91,0,0,0.7193
16,5,L_Wrist,926.42,678.16,2,809.4,468.45,240.15,88.91,0,0,0.7193
16,6,R_Hip,842.23,708.95,2,859.3,541.96,167.86,88.91,0,0,0.7193
16,7,L_Hip,948.14,718.59,2,743.16,532.63,276.76,88.91,0,0,0.7193
16,8,R_Knee,934.02,908.56,2,897.28,623.36,287.56,88.91,0,0,0.7193
16,9,L_Knee,743.65,721.37,2,721.5,624.38,99.49,88.91,0,0,0.7193
16,10,R_Ankle,833.63,724.3,2,928.14,667,110.53,88.91,0,0,0.7193
16,11,L_Ankle,850.14,916.85,2,801.99,671.35,250.18,88.91,0,0,0.7193
17,0,R_Shoulder,752.94,533.42,2,803.07,440.37,105.69,88.8,0,0,0.7192
17,1,L_Shoulder,723.94,624.88,2,797.01,440.88,197.98,88.8,0,0,0.7192
17,2,R_Elbow,804.08,668.1,2,831.41,452.15,217.68,88.8,0,0,0.7192
17,3,L_Elbow,863.21,545.9,2,784.05,448.77,125.3,88.8,0,0,0.7192
17,4,R_Wrist,895.39,624.49,2,825.24,469.44,170.18,88.8,0,0,0.7192
17,5,L_Wrist,926.75,678.46,2,809.03,468.5,240.71,88.8,0,0,0.7192
17,6,R_Hip,842.32,708.78,2,859.07,541.94,167.68,88.8,0,0,0.7192
17,7,L_Hip,948.35,718.86,2,743.11,532.62,277.14,88.8,0,0,0.7192
17,8,R_Knee,933.82,908.56,2,897.14,623.36,287.55,88.8,0,0,0.7192
17,9,L_Knee,743.78,721.09,2,721.53,624.5,99.12,88.8,0,0,0.7192
17,10,R_Ankle,833.78,724.5,2,928.21,667,110.56,88.8,0,0,0.7192
17,11,L_Ankle,850.24,916.53,2,801.98,671.42,249.82,88.8,0,0,0.7192
18,0,R_Shoulder,753.33,533.54,2,802.92,440.4,105.52,88.7,0,0,0.7191
18,1,L_Shoulder,724.43,624.39,2,796.88,440.9,197.27,88.7,0,0,0.7191
18,2,R_Elbow,804.03,667.74,2,831.21,452.2,217.25,88.7,0,0,0.7191
18,3,L_Elbow,863.18,545.83,2,783.91,448.82,125.28,88.7,0,0,0.7191
18,4,R_Wrist,895.02,623.9,2,825.11,469.5,169.49,88.7,0,0,0.7191
18,5,L_Wrist,927.08,678.75,2,808.89,468.54,241.16,88.7,0,0,0.7191
18,6,R_Hip,842.42,708.62,2,858.88,541.95,167.49,88.7,0,0,0.7191
18,7,L_Hip,948.57,719.14,2,742.85,532.63,277.68,88.7,0,0,0.7191
18,8,R_Knee,933.61,908.56,2,897.1,623.39,287.49,88.7,0,0,0.7191
18,9,L_Knee,743.91,720.82,2,721.52,624.62,98.77,88.7,0,0,0.7191
18,10,R_Ankle,833.93,724.69,2,928.25,667.1,110.51,88.7,0,0,0.7191
18,11,L_Ankle,850.33,916.21,2,801.97,671.44,249.5,88.7,0,0,0.7191
19,0,R_Shoulder,753.72,533.66,2,802.78,440.41,105.37,88.59,0,0,0.719
19,1,L_Shoulder,724.93,623.89,2,796.75,440.92,196.56,88.59,0,0,0.719
19,2,R_Elbow,803.98,667.37,2,831.04,452.26,216.81,88.59,0,0,0.719
19,3,L_Elbow,863.16,545.76,2,783.77,448.87,125.26,88.59,0,0,0.719
19,4,R_Wrist,894.66,623.32,2,824.96,469.54,168.84,88.59,0,0,0.719
19,5,L_Wrist,927.41,679.04,2,808.72,468.58,241.62,88.59,0,0,0.719
19,6,R_Hip,842.51,708.45,2,858.79,541.95,167.3,88.59,0,0,0.719
19,7,L_Hip,948.78,719.41,2,742.63,532.63,278.18,88.59,0,0,0.719
19,8,R_Knee,933.41,908.56,2,897,623.42,287.45,88.59,0,0,0.719
19,9,L_Knee,744.04,720.54,2,721.49,624.7,98.45,88.59,0,0,0.719
19,10,R_Ankle,834.08,724.88,2,928.25,667.19,110.43,88.59,0,0,0.719
19,11,L_Ankle,850.42,915.89,2,801.95,671.46,249.19,88.59,0,0,0.719
20,0,R_Shoulder,754.11,533.78,2,802.69,440.42,105.25,88.52,0,0,0.7189
20,1,L_Shoulder,725.42,623.4,2,796.66,440.92,195.89,88.52,0,0,0.7189
20,2,R_Elbow,803.93,667.01,2,830.95,452.29,216.42,88.52,0,0,0.7189
20,3,L_Elbow,863.14,545.68,2,783.68,448.9,125.22,88.52,0,0,0.7189
20,4,R_Wrist,894.29,622.73,2,824.87,469.55,168.17,88.52,0,0,0.7189
20,5,L_Wrist,927.74,679.34,2,808.63,468.58,242.09,88.52,0,0,0.7189
20,6,R_Hip,842.6,708.29,2,858.77,541.95,167.13,88.52,0,0,0.7189
20,7,L_Hip,948.99,719.68,2,742.47,532.64,278.63,88.52,0,0,0.7189
20,8,R_Knee,933.2,908.56,2,896.91,623.43,287.43,88.52,0,0,0.7189
20,9,L_Knee,744.17,720.27,2,721.42,624.72,98.22,88.52,0,0,0.7189
20,10,R_Ankle,834.23,725.07,2,928.23,667.24,110.36,88.52,0,0,0.7189
20,11,L_Ankle,850.87,915.75,2,801.77,671.45,249.18,88.52,0,0,0.7189
21,0,R_Shoulder,754.5,533.9,2,802.66,440.42,105.15,88.45,0,0,0.7188
21,1,L_Shoulder,725.91,622.9,2,796.63,440.93,195.23,88.45,0,0,0.7188
21,2,R_Elbow,803.88,666.64,2,830.92,452.32,216.02,88.45,0,0,0.7188
21,3,L_Elbow,863.11,545.61,2,783.63,448.92,125.17,88.45,0,0,0.7188
21,4,R_Wrist,893.93,622.15,2,824.82,469.59,167.48,88.45,0,0,0.7188
21,5,L_Wrist,928.07,679.63,2,808.62,468.61,242.48,88.45,0,0,0.7188
21,6,R_Hip,842.69,708.12,2,858.77,541.91,166.99,88.45,0,0,0.7188
21,7,L_Hip,949.21,719.95,2,742.39,532.69,279,88.45,0,0,0.7188
21,8,R_Knee,933,908.56,2,896.76,623.44,287.41,88.45,0,0,0.7188
21,9,L_Knee,744.3,719.99,2,721.31,624.76,97.96,88.45,0,0,0.7188
21,10,R_Ankle,834.38,725.27,2,928.18,667.32,110.26,88.45,0,0,0.7188
21,11,L_Ankle,851.32,915.61,2,801.64,671.43,249.18,88.45,0,0,0.7188
22,0,R_Shoulder,754.89,534.03,2,802.97,440.49,105.18,88.37,0,0,0.7182
22,1,L_Shoulder,726.41,622.41,2,796.8,440.96,194.62,88.37,0,0,0.7182
22,2,R_Elbow,803.83,666.27,2,830.9,452.41,215.57,88.37,0,0,0.7182
22,3,L_Elbow,864.62,545.76,2,783.66,448.93,126.22,88.37,0,0,0.7182
22,4,R_Wrist,894.65,622.64,2,824.92,469.7,168.09,88.37,0,0,0.7182
22,5,L_Wrist,928.4,679.92,2,809.06,468.76,242.55,88.37,0,0,0.7182
22,6,R_Hip,842.78,707.96,2,858.77,541.91,166.82,88.37,0,0,0.7182
22,7,L_Hip,949.42,720.22,2,742.21,532.74,279.44,88.37,0,0,0.7182
22,8,R_Knee,932.79,908.56,2,896.69,623.48,287.36,88.37,0,0,0.7182
22,9,L_Knee,744.42,719.72,2,720.94,624.76,97.82,88.37,0,0,0.7182
22,10,R_Ankle,834.53,725.46,2,928.15,667.35,110.19,88.37,0,0,0.7182
22,11,L_Ankle,851.77,915.47,2,801.4,671.2,249.41,88.37,0,0,0.7182
23,0,R_Shoulder,755.28,534.15,2,804.54,440.61,105.72,88.3,0,0,0.7177
23,1,L_Shoulder,726.9,621.92,2,798.05,441,194.41,88.3,0,0,0.7177
23,2,R_Elbow,803.78,665.91,2,830.98,452.51,215.13,88.3,0,0,0.7177
23,3,L_Elbow,866.14,545.9,2,784.41,448.94,126.81,88.3,0,0,0.7177
23,4,R_Wrist,895.37,623.12,2,825.86,469.92,168.23,88.3,0,0,0.7177
23,5,L_Wrist,928.73,680.21,2,810.63,469.03,241.96,88.3,0,0,0.7177
23,6,R_Hip,842.87,707.8,2,858.86,541.91,166.66,88.3,0,0,0.7177
23,7,L_Hip,949.64,720.49,2,742.09,532.78,279.84,88.3,0,0,0.7177
23,8,R_Knee,932.59,908.56,2,896.54,623.6,287.24,88.3,0,0,0.7177
23,9,L_Knee,744.55,719.44,2,720.75,624.74,97.64,88.3,0,0,0.7177
23,10,R_Ankle,834.68,725.65,2,928.13,667.36,110.14,88.3,0,0,0.7177
23,11,L_Ankle,852.21,915.33,2,801.12,670.61,249.99,88.3,0,0,0.7177
24,0,R_Shoulder,755.67,534.27,2,806.47,440.73,106.44,88.22,0,0,0.7174
24,1,L_Shoulder,727.4,621.42,2,800.15,441.04,194.5,88.22,0,0,0.7174
24,2,R_Elbow,803.73,665.54,2,831.96,452.53,214.87,88.22,0,0,0.7174
24,3,L_Elbow,867.65,546.05,2,786.13,448.94,126.79,88.22,0,0,0.7174
24,4,R_Wrist,896.1,623.61,2,828.02,470.09,167.94,88.22,0,0,0.7174
24,5,L_Wrist,929.06,680.51,2,812.82,469.3,241.09,88.22,0,0,0.7174
24,6,R_Hip,842.97,707.63,2,859.2,541.84,166.59,88.22,0,0,0.7174
24,7,L_Hip,949.85,720.76,2,742.15,532.74,280.17,88.22,0,0,0.7174
24,8,R_Knee,932.38,908.56,2,896.51,623.62,287.19,88.22,0,0,0.7174
24,9,L_Knee,744.68,719.17,2,720.74,624.65,97.5,88.22,0,0,0.7174
24,10,R_Ankle,834.83,725.85,2,928.1,667.41,110.07,88.22,0,0,0.7174
24,11,L_Ankle,852.66,915.18,2,800.53,670.22,250.44,88.22,0,0,0.7174
25,0,R_Shoulder,756.06,534.39,2,808.27,440.87,107.11,88.15,0,0,0.7174
25,1,L_Shoulder,727.89,620.93,2,802.25,441.11,194.59,88.15,0,0,0.7174
25,2,R_Elbow,803.69,665.17,2,833.2,452.56,214.65,88.15,0,0,0.7174
25,3,L_Elbow,869.16,546.2,2,788.58,448.97,126.28,88.15,0,0,0.7174
25,4,R_Wrist,896.82,624.1,2,830.25,470.21,167.67,88.15,0,0,0.7174
25,5,L_Wrist,929.39,680.8,2,815.09,469.63,240.12,88.15,0,0,0.7174
25,6,R_Hip,843.06,707.47,2,860.18,541.83,166.52,88.15,0,0,0.7174
25,7,L_Hip,950.06,721.03,2,742.89,532.73,279.96,88.15,0,0,0.7174
25,8,R_Knee,932.18,908.56,2,896.5,623.92,286.87,88.15,0,0,0.7174
25,9,L_Knee,744.81,718.9,2,720.65,624.48,97.46,88.15,0,0,0.7174
25,10,R_Ankle,834.98,726.04,2,928.05,667.68,109.85,88.15,0,0,0.7174
25,11,L_Ankle,853.11,915.04,2,800.11,669.83,250.87,88.15,0,0,0.7174
26,0,R_Shoulder,756.45,534.51,2,811.2,441.31,108.09,88.08,0,0,0.7175
26,1,L_Shoulder,728.38,620.43,2,805.48,441.46,194.87,88.08,0,0,0.7175
